Image Number,Category,Annotator,Expertise Level,Host,Version,NGT,NO,GT Label,Pred Label,Pred Area
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,11.0,2.0,784.2713800000001
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,13.0,14.0,322.10777900000005
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,14.0,20.0,342.71937900000006
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,16.0,21.0,423.61990900000006
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,18.0,7.0,278.359658
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,19.0,4.0,256.459833
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,21.0,15.0,298.50749700000006
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,22.0,3.0,553.833692
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,23.0,6.0,1018.676801
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,24.0,9.0,584.1327440000001
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,27.0,11.0,226.057723
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,28.0,10.0,377.96521500000006
N17,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,21.0,29.0,13.0,399.34975
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,1.0,21.0,373.84289500000006
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,2.0,28.0,113.776032
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,3.0,4.0,1285.957724
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,5.0,16.0,452.93991000000005
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,6.0,14.0,628.1900390000001
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,7.0,2.0,726.0436100000001
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,8.0,9.0,118.56822900000002
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,10.0,1.0,170.0457
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,11.0,22.0,815.3433670000001
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,13.0,27.0,272.48535200000003
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,14.0,29.0,308.607181
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,16.0,10.0,450.4149890000001
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,18.0,11.0,313.81161000000003
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,19.0,20.0,233.47789900000004
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,21.0,15.0,275.16486000000003
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,22.0,12.0,129.389319
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,23.0,3.0,1080.56313
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,24.0,24.0,629.272148
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,27.0,25.0,354.51952000000006
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,28.0,6.0,463.812529
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,29.0,26.0,382.139064
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,1.0,23.0,539.5601590000001
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,2.0,8.0,213.33006000000003
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,3.0,25.0,1439.617202
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,5.0,2.0,571.250494
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,6.0,6.0,502.92304000000007
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,7.0,13.0,711.6670190000001
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,8.0,15.0,326.642331
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,10.0,7.0,232.75649300000003
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,11.0,12.0,1054.4379270000002
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,13.0,4.0,287.89252300000004
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,14.0,9.0,427.587642
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,16.0,17.0,409.913195
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,18.0,24.0,318.50074900000004
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,19.0,3.0,327.879027
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,21.0,19.0,296.13716300000004
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,22.0,14.0,522.555589
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,23.0,16.0,1102.7206
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,24.0,10.0,756.7033650000001
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,27.0,21.0,384.76704300000006
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,28.0,5.0,428.360577
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,29.0,11.0,379.356498
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,1.0,16.0,610.2579470000001
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,2.0,18.0,703.1132050000001
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,3.0,8.0,914.021402
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,4.0,3.0,582.483816
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,5.0,9.0,354.00423000000006
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,7.0,14.0,436.96592
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,8.0,10.0,602.6831840000001
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,10.0,7.0,814.5189030000001
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,14.0,17.0,761.7532070000001
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,15.0,15.0,250.01870800000003
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,17.0,2.0,354.210346
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,18.0,5.0,225.387846
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,20.0,6.0,1203.872027
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,22.0,22.0,447.838539
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,24.0,13.0,551.3087710000001
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,26.0,21.0,376.986164
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,27.0,20.0,603.7137640000001
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,28.0,12.0,532.2430410000001
N18,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,23.0,30.0,19.0,546.465045
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,1.0,3.0,646.2251890000001
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,2.0,2.0,830.5959510000001
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,3.0,9.0,987.913988
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,4.0,11.0,893.9766210000001
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,5.0,17.0,452.476149
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,7.0,12.0,793.3920130000001
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,8.0,14.0,604.332112
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,10.0,10.0,852.9080080000001
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,14.0,1.0,819.980977
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,15.0,8.0,282.069746
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,17.0,4.0,474.2213870000001
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,18.0,13.0,226.7276
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,20.0,15.0,1274.260641
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,22.0,6.0,434.38947
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,24.0,20.0,638.650426
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,26.0,18.0,388.219486
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,27.0,7.0,507.251476
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,28.0,16.0,1104.2149410000002
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,30.0,19.0,704.7621330000001
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,1.0,21.0,635.0949250000001
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,2.0,20.0,1548.601037
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,3.0,6.0,1300.488902
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,4.0,14.0,897.5836510000001
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,5.0,2.0,462.318188
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,7.0,5.0,632.9822360000001
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,8.0,13.0,644.009442
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,10.0,4.0,887.7416120000001
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,14.0,16.0,901.963616
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,15.0,3.0,280.57540500000005
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,17.0,7.0,601.2403720000001
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,18.0,18.0,228.37652800000004
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,20.0,12.0,1283.2782160000002
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,22.0,9.0,438.717906
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,24.0,17.0,637.1560850000001
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,26.0,15.0,375.337236
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,27.0,11.0,577.6400900000001
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,28.0,1.0,443.046342
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,30.0,10.0,726.0951390000001
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,1.0,23.0,345.39888700000006
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,2.0,30.0,190.86341600000003
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,3.0,17.0,554.2459240000001
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,5.0,14.0,267.229394
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,15.0,8.0,990.4904380000002
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,16.0,20.0,457.680578
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,17.0,12.0,965.808047
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,18.0,25.0,960.9643210000002
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,21.0,1.0,491.94736300000005
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,23.0,28.0,1181.0446800000002
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,24.0,21.0,563.0573830000001
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,25.0,9.0,662.1991790000001
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,26.0,5.0,707.544699
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,30.0,13.0,1093.754554
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,35.0,6.0,343.18314000000004
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,37.0,2.0,688.8396720000001
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,38.0,27.0,517.248102
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,39.0,16.0,385.024688
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,42.0,24.0,386.261384
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,45.0,11.0,811.169518
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,46.0,10.0,399.4012790000001
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,47.0,18.0,462.678891
N19,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,30.0,48.0,19.0,240.27972700000004
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,1.0,16.0,343.18314000000004
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,2.0,15.0,679.7190390000001
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,3.0,3.0,511.734499
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,5.0,23.0,191.68788
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,15.0,2.0,980.59687
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,16.0,21.0,457.732107
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,17.0,1.0,929.892334
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,18.0,12.0,954.1624930000002
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,21.0,13.0,536.056187
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,23.0,18.0,1126.42394
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,24.0,8.0,714.4495850000001
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,25.0,5.0,855.587516
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,26.0,20.0,807.0471980000001
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,30.0,17.0,1092.0540970000002
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,35.0,6.0,337.927182
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,37.0,11.0,599.7975600000001
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,38.0,9.0,479.2197000000001
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,39.0,10.0,390.898994
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,42.0,26.0,382.139064
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,45.0,25.0,718.520376
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,46.0,4.0,358.693369
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,47.0,7.0,551.6179450000001
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,48.0,14.0,317.676285
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,1.0,9.0,332.82581100000004
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,2.0,12.0,519.154675
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,3.0,19.0,755.2090240000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,5.0,18.0,311.23516
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,15.0,8.0,982.761088
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,16.0,16.0,489.216326
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,17.0,14.0,823.2273040000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,18.0,1.0,909.899082
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,21.0,10.0,499.6251840000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,23.0,20.0,1120.3950470000002
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,24.0,13.0,395.53660400000007
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,25.0,22.0,777.6756680000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,26.0,3.0,803.2340520000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,30.0,15.0,1108.131145
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,35.0,4.0,365.08296500000006
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,37.0,11.0,641.845224
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,38.0,17.0,567.3858190000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,39.0,21.0,395.17590100000007
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,42.0,5.0,640.0417090000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,45.0,2.0,705.1228360000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,46.0,23.0,354.88022300000006
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,47.0,7.0,584.1842730000001
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,48.0,6.0,304.17568700000004
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,1.0,1.0,339.215407
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,2.0,13.0,252.33751300000003
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,3.0,14.0,710.997142
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,4.0,5.0,1065.413604
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,8.0,4.0,565.170072
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,11.0,7.0,608.248316
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,12.0,8.0,800.1423120000001
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,13.0,6.0,314.89371900000003
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,15.0,11.0,221.780816
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,16.0,15.0,555.431091
N20,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,15.0,18.0,12.0,389.507711
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,1.0,11.0,247.80296100000004
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,2.0,2.0,272.69146800000004
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,3.0,3.0,691.5707090000001
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,4.0,10.0,963.798416
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,8.0,7.0,532.9644470000001
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,11.0,4.0,589.8524630000001
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,12.0,9.0,1025.066397
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,13.0,1.0,318.758394
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,15.0,6.0,233.99318900000003
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,16.0,8.0,601.4980170000001
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,18.0,5.0,416.0451460000001
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,1.0,5.0,333.90792000000005
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,2.0,6.0,263.41624800000005
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,3.0,8.0,698.0633630000001
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,4.0,9.0,1003.733391
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,8.0,1.0,525.2350970000001
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,11.0,3.0,531.676222
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,12.0,4.0,775.562979
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,13.0,7.0,305.000151
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,15.0,2.0,230.643804
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,16.0,10.0,549.8659590000001
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,18.0,12.0,412.283529
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,2.0,15.0,381.1600130000001
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,6.0,11.0,1897.29778
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,8.0,18.0,281.709043
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,9.0,3.0,875.6838260000001
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,16.0,19.0,496.533444
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,18.0,17.0,247.69990300000003
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,19.0,22.0,819.9294480000001
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,20.0,16.0,984.925306
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,21.0,14.0,226.46995500000003
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,24.0,21.0,541.415203
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,25.0,5.0,319.119097
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,26.0,10.0,282.32739100000003
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,28.0,1.0,1339.084123
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,29.0,4.0,239.30067600000004
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,30.0,7.0,621.285153
N21,Manual,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,23.0,32.0,8.0,520.3398420000001
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,2.0,1.0,471.02658900000006
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,6.0,12.0,1885.343052
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,8.0,9.0,303.24816500000003
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,9.0,13.0,844.0450200000001
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,16.0,17.0,509.36416500000007
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,18.0,16.0,234.45695000000003
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,19.0,6.0,814.4158450000001
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,20.0,5.0,959.779154
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,21.0,15.0,191.48176400000003
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,24.0,7.0,546.2074
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,25.0,10.0,331.279941
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,26.0,8.0,487.0005790000001
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,28.0,14.0,1209.1795140000002
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,29.0,11.0,256.56289100000004
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,30.0,2.0,711.9761930000001
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,32.0,4.0,495.6059220000001
